Employee Number,Retention,Age,Gender,Education,Marital Status,Distance From Home,Hourly Rate,Daily Rate,Monthly Rate,Monthly Income,Percent Salary Hike,Education Field,Department,Job Role,Performance Rating,Standard Hours,Stock Option Level,BusinessTravel,Training Times Last Year,Over Time,Job Satisfaction,Job Involvement,Relationship Satisfaction,Environment Satisfaction,Work Life Balance,Num Companies Worked,Total Working Years,Years At Company,Job Level,Years Since Last Promotion,Years In Current Role,Years With Current Manager
1591,1,50,1,3,Married,9,59,264,19519,19331,16,Marketing,Sales,Manager,3,80,1,Travel_Rarely,2,1,3,3,3,3,3,4,27,1,5,0,0,0
1592,1,23,1,3,Married,10,45,977,12826,2073,16,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,3,4,4,4,3,2,4,2,1,2,2,2
1594,1,36,1,4,Married,6,80,1302,19711,5562,13,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,3,1,1,4,4,1,3,3,9,3,2,0,2,2
1595,1,42,1,2,Single,9,93,1059,26362,19613,22,Other,Research & Development,Manager,4,80,0,Travel_Rarely,2,0,4,2,4,4,3,8,24,1,5,0,0,1
1596,1,35,1,3,Married,28,46,750,25348,3407,17,Life Sciences,Research & Development,Laboratory Technician,3,80,2,Travel_Rarely,3,0,3,4,4,2,2,1,10,10,2,6,9,8
1597,1,34,1,4,Married,10,92,653,15332,5063,14,Technical Degree,Research & Development,Healthcare Representative,3,80,1,Travel_Frequently,3,0,3,2,2,4,2,1,8,8,2,7,2,7
1598,1,40,0,2,Married,14,84,118,11262,4639,15,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,1,3,3,4,3,1,5,5,2,1,4,2
1599,1,43,1,3,Divorced,27,87,990,5855,4876,12,Technical Degree,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,0,0,2,4,3,4,3,5,8,6,1,0,4,2
1601,1,35,1,2,Married,7,63,1349,7713,2690,18,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,5,0,4,2,4,3,2,1,1,1,1,0,0,1
1602,1,46,1,4,Single,1,56,563,3156,17567,15,Life Sciences,Sales,Manager,3,80,0,Travel_Rarely,5,0,1,4,2,4,1,1,27,26,4,0,0,12
1604,0,28,1,3,Married,24,51,329,7324,2408,17,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,3,1,2,3,3,3,3,1,1,1,1,0,1,0
1605,1,22,0,2,Married,26,85,457,10293,2814,14,Other,Research & Development,Research Scientist,3,80,0,Non-Travel,2,1,3,2,2,2,2,1,4,4,1,1,2,3
1606,1,50,1,5,Married,20,41,1234,20689,11245,15,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Frequently,3,1,3,3,3,2,3,2,32,30,4,12,8,13
1607,1,32,0,4,Married,5,35,634,18783,3312,17,Other,Research & Development,Research Scientist,3,80,2,Travel_Rarely,3,0,4,4,4,2,3,3,6,3,1,0,2,2
1608,1,44,0,3,Divorced,7,31,1313,3549,19049,14,Medical,Research & Development,Research Director,3,80,1,Travel_Rarely,4,1,4,3,4,2,2,0,23,22,5,1,7,10
1609,1,30,1,3,Married,7,48,241,5348,2141,12,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,0,2,2,2,2,2,1,6,6,1,1,4,1
1611,1,45,0,5,Single,5,50,1015,23447,5769,14,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,1,1,1,1,3,3,1,10,10,2,1,7,4
1612,1,45,1,3,Married,26,52,336,24162,4385,15,Marketing,Sales,Sales Executive,3,80,1,Non-Travel,2,0,1,2,1,1,3,1,10,10,2,4,7,5
1613,1,31,1,4,Single,2,54,715,21602,5332,13,Other,Sales,Sales Executive,3,80,0,Travel_Frequently,3,0,1,3,4,4,3,7,10,5,2,0,2,3
1614,1,36,0,4,Married,12,76,559,12421,4663,12,Life Sciences,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,2,1,3,3,2,3,3,9,7,3,2,1,2,1
1615,1,34,1,4,Divorced,10,42,426,17000,4724,13,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,3,0,4,4,1,3,3,1,9,9,2,7,7,2
1617,1,49,0,4,Married,25,84,722,22102,3211,14,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,0,1,3,4,3,2,1,10,9,1,1,6,4
1618,1,39,1,5,Married,10,76,1387,3835,5377,13,Medical,Research & Development,Manufacturing Director,3,80,3,Travel_Rarely,3,0,1,3,4,2,3,2,10,7,2,7,7,7
1619,1,27,1,3,Divorced,19,67,1302,16290,4066,11,Other,Research & Development,Laboratory Technician,3,80,2,Travel_Rarely,3,0,1,2,1,4,3,1,7,7,1,0,7,7
1621,1,35,1,5,Married,18,48,819,26312,5208,11,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,1,4,4,2,3,1,16,16,2,1,15,10
1622,1,28,0,3,Divorced,27,39,580,20460,4877,21,Medical,Research & Development,Manufacturing Director,4,80,1,Travel_Rarely,5,0,1,1,2,2,2,0,6,5,2,0,3,0
1623,1,21,1,1,Single,5,97,546,26009,3117,18,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,4,3,3,3,3,1,3,2,1,2,2,2
1624,0,18,0,2,Single,3,70,544,18420,1569,12,Medical,Sales,Sales Representative,3,80,0,Travel_Frequently,2,1,4,3,3,2,4,1,0,0,1,0,0,0
1625,1,47,0,4,Married,26,98,1176,5220,19658,11,Life Sciences,Human Resources,Manager,3,80,1,Travel_Rarely,2,0,3,3,3,4,3,3,27,5,5,1,2,0
1627,1,39,1,2,Divorced,3,76,170,10302,3069,15,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,0,3,2,4,3,3,0,11,10,2,0,8,7
1628,1,40,0,3,Married,15,80,884,25800,10435,13,Life Sciences,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,2,0,3,2,4,1,3,1,18,18,3,14,15,12
1630,1,35,0,4,Married,8,52,208,12250,4148,12,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Non-Travel,5,0,3,3,4,3,3,1,15,14,2,2,11,9
1631,1,37,1,3,Married,19,85,671,26493,5768,17,Life Sciences,Research & Development,Manufacturing Director,3,80,3,Travel_Rarely,2,0,3,3,1,3,2,3,9,4,2,0,3,2
1633,1,39,0,3,Single,4,81,711,3140,5042,13,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Frequently,2,0,3,3,4,1,1,0,10,9,2,3,2,8
1635,1,45,0,2,Divorced,2,59,1329,5388,5770,19,Other,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,3,0,4,2,1,4,3,1,10,10,2,3,7,9
1638,1,38,0,2,Married,2,54,397,14199,7756,19,Medical,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,6,1,3,2,4,4,4,3,10,5,3,0,4,2
1639,0,35,1,3,Married,10,55,737,21530,10306,17,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,1,2,3,4,3,9,15,13,3,6,12,0
1640,1,37,0,3,Married,10,71,1470,9953,3936,11,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,2,3,1,2,1,1,8,8,1,7,4,7
1641,1,40,0,3,Single,16,84,448,19948,7945,15,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,2,1,4,3,4,3,2,6,18,4,3,3,2,3
1642,1,44,1,5,Married,1,37,602,10503,5743,11,Human Resources,Human Resources,Human Resources,3,80,0,Travel_Frequently,3,1,4,3,3,1,3,4,14,10,2,0,7,2
1644,1,48,1,5,Married,4,89,365,5602,15202,25,Medical,Research & Development,Manager,4,80,1,Travel_Frequently,3,0,4,2,2,3,3,2,23,2,4,2,2,2
1645,0,35,1,2,Divorced,15,59,763,22098,5440,14,Medical,Sales,Sales Executive,3,80,2,Travel_Rarely,2,1,4,1,4,1,2,6,7,2,2,2,2,2
1646,1,24,0,1,Single,2,32,567,17218,3760,13,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,1,4,3,3,1,3,1,6,6,1,1,3,3
1647,1,27,0,3,Married,8,86,486,22490,3517,17,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,0,0,3,4,1,2,3,7,5,3,1,0,2,2
1648,1,27,1,3,Single,2,87,591,6297,2580,13,Medical,Research & Development,Research Scientist,3,80,0,Travel_Frequently,0,0,4,3,3,4,2,2,6,4,1,1,2,2
1649,0,40,1,3,Single,7,73,1329,3339,2166,14,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,1,1,3,2,1,1,3,10,4,1,0,2,3
1650,1,29,1,3,Single,10,42,469,23413,5869,11,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,3,2,3,3,3,9,8,5,2,1,2,4
1651,1,36,0,4,Married,5,42,711,22792,8008,12,Life Sciences,Research & Development,Healthcare Representative,3,80,2,Travel_Rarely,6,0,1,3,3,2,3,4,9,3,3,0,2,2
1653,1,25,1,1,Divorced,2,77,772,4973,5206,17,Life Sciences,Research & Development,Manufacturing Director,3,80,2,Travel_Frequently,6,0,3,4,3,4,3,1,7,7,2,0,7,7
1654,1,39,1,3,Married,12,66,492,7693,5295,21,Medical,Research & Development,Manufacturing Director,4,80,0,Travel_Rarely,3,0,2,3,3,4,3,4,7,5,2,1,4,0
1655,1,49,0,4,Married,22,72,301,3498,16413,16,Other,Research & Development,Research Director,3,80,2,Travel_Rarely,2,0,2,3,2,1,3,3,27,4,4,1,2,2
1656,1,50,0,5,Divorced,17,50,813,21981,13269,15,Life Sciences,Research & Development,Research Director,3,80,3,Travel_Rarely,3,0,1,2,3,4,3,5,19,14,3,1,11,11
1657,1,20,0,3,Single,2,31,1141,13251,2783,19,Medical,Sales,Sales Representative,3,80,0,Travel_Rarely,3,0,3,3,1,3,3,1,2,2,1,2,2,2
1658,1,34,0,3,Divorced,3,66,1130,19332,5433,12,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,2,3,3,4,3,1,11,11,2,7,8,9
1659,1,36,1,3,Single,7,77,311,10950,2013,11,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,4,0,2,3,3,1,3,2,15,4,1,1,3,3
1661,1,49,0,1,Married,6,41,465,11652,13966,19,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,3,1,3,2,2,3,3,2,30,15,4,2,11,12
1662,1,36,0,4,Married,1,33,894,15411,4374,15,Medical,Research & Development,Manufacturing Director,3,80,0,Non-Travel,6,0,3,2,3,4,3,0,4,3,2,1,2,2
1664,1,36,1,2,Divorced,3,79,1040,26308,6842,20,Life Sciences,Research & Development,Healthcare Representative,4,80,1,Travel_Rarely,3,0,1,4,1,4,3,6,13,5,2,0,4,4
1665,1,54,0,5,Married,22,91,584,18685,17426,25,Medical,Research & Development,Manager,4,80,1,Travel_Rarely,6,0,3,3,3,2,3,3,36,10,4,4,8,7
1666,1,43,1,2,Married,15,65,1291,3525,17603,24,Life Sciences,Research & Development,Research Director,4,80,1,Travel_Rarely,3,0,3,2,1,3,3,1,14,14,4,6,10,11
1667,0,35,1,4,Single,12,36,880,10414,4581,24,Other,Sales,Sales Executive,4,80,0,Travel_Frequently,2,1,4,3,1,4,4,3,13,11,2,6,9,7
1668,1,38,1,3,Married,1,90,1189,9867,4735,15,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Frequently,4,0,4,3,4,4,4,7,19,13,2,2,11,9
1669,1,29,1,3,Divorced,5,43,991,3356,4187,13,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,3,1,2,2,2,1,2,1,10,10,2,0,0,9
1670,1,33,1,4,Divorced,2,93,392,3921,5505,14,Medical,Sales,Sales Executive,3,80,2,Travel_Rarely,5,0,4,3,3,4,3,1,6,6,2,0,2,4
1671,1,32,1,3,Divorced,2,45,977,25518,5470,13,Medical,Research & Development,Research Scientist,3,80,2,Travel_Rarely,4,0,2,3,3,4,2,0,10,9,2,1,5,6
1673,1,31,0,4,Married,5,67,1112,22589,5476,11,Life Sciences,Sales,Sales Executive,3,80,2,Travel_Rarely,2,0,4,3,1,1,3,1,10,10,2,0,0,2
1674,1,49,0,3,Divorced,16,74,464,24941,2587,16,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,1,1,3,2,4,2,4,17,2,1,2,2,2
1675,1,38,0,3,Single,2,42,148,23826,2440,22,Medical,Research & Development,Laboratory Technician,4,80,0,Travel_Frequently,3,0,2,2,2,4,3,1,4,4,1,3,3,3
1676,1,47,0,4,Divorced,2,47,1225,21086,15972,14,Life Sciences,Sales,Manager,3,80,3,Travel_Rarely,2,0,2,4,3,2,3,6,29,3,4,1,2,2
1677,1,49,1,3,Single,1,36,809,22384,15379,14,Life Sciences,Research & Development,Manager,3,80,0,Travel_Rarely,2,0,3,3,1,3,3,4,23,8,4,0,7,0
1678,1,41,1,2,Single,23,80,1206,11591,7082,16,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,2,1,3,3,4,4,3,3,21,2,3,0,0,2
1680,1,20,1,1,Single,9,54,727,21082,2728,11,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Rarely,3,0,1,3,1,4,3,1,2,2,1,0,2,2
1681,1,33,0,3,Divorced,16,36,530,16130,5368,25,Life Sciences,Sales,Sales Executive,4,80,1,Non-Travel,2,1,4,3,3,3,3,1,7,6,2,1,5,2
1682,1,36,1,4,Married,26,80,1351,7419,5347,14,Life Sciences,Research & Development,Healthcare Representative,3,80,2,Travel_Rarely,2,0,3,3,2,1,2,6,10,3,2,0,2,2
1683,1,44,0,3,Divorced,1,44,528,4167,3195,18,Life Sciences,Human Resources,Human Resources,3,80,3,Travel_Rarely,2,1,4,3,1,3,3,4,8,2,1,2,2,2
1684,0,23,1,1,Single,8,93,1320,20586,3989,11,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,1,3,2,1,4,3,1,5,5,1,1,4,2
1687,1,38,0,2,Married,4,87,1495,26176,3306,19,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,5,0,3,3,4,4,2,7,7,0,1,0,0,0
1689,1,53,1,4,Married,24,48,1395,3458,7005,15,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,4,4,3,2,3,3,11,4,3,1,3,2
1691,0,48,0,2,Married,7,95,708,11740,2655,11,Medical,Sales,Sales Representative,3,80,2,Travel_Frequently,3,1,3,3,3,4,3,2,19,9,1,7,7,7
1692,0,32,1,4,Single,2,95,1259,24852,1393,12,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,2,3,1,4,3,1,1,1,1,0,0,0
1693,1,26,1,3,Single,7,76,786,11925,2570,20,Medical,Research & Development,Laboratory Technician,4,80,0,Non-Travel,5,0,4,3,3,4,3,1,7,7,1,5,7,7
1694,1,55,1,3,Divorced,22,94,1441,23737,3537,12,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Rarely,1,0,2,2,4,1,3,5,8,4,1,1,2,2
1696,1,34,1,2,Married,5,57,1157,11912,3986,14,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,0,4,2,3,2,4,1,15,15,2,4,10,13
1697,1,60,1,4,Divorced,1,92,370,20467,10883,20,Medical,Research & Development,Healthcare Representative,4,80,1,Travel_Rarely,2,0,4,1,3,3,4,3,19,1,3,0,0,0
1698,1,33,1,3,Married,21,79,267,13637,2028,18,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,6,0,2,4,4,2,3,1,14,14,1,2,11,13
1700,1,37,1,4,Divorced,1,31,1278,7677,9525,14,Medical,Sales,Sales Executive,3,80,2,Travel_Frequently,2,0,4,1,3,3,2,1,6,6,2,1,3,3
1701,1,34,0,3,Married,19,35,678,20338,2929,12,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,4,2,2,2,3,1,10,10,1,8,9,7
1702,0,23,1,3,Divorced,7,99,427,25103,2275,21,Life Sciences,Sales,Sales Representative,4,80,1,Travel_Rarely,2,1,4,3,2,3,3,1,3,3,1,0,2,2
1703,1,44,0,3,Married,2,96,921,14810,7879,19,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,2,1,4,4,2,3,3,1,9,8,3,6,7,7
1704,1,35,1,4,Single,2,79,146,13970,4930,14,Medical,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,1,4,2,3,1,4,0,6,5,1,1,4,4
1706,1,43,1,3,Married,2,73,1179,6069,7847,17,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,3,1,4,3,1,4,3,1,10,10,2,8,9,8
1707,1,24,1,3,Married,9,62,581,17616,4401,16,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,1,0,3,4,4,3,3,1,5,5,1,0,3,4
1708,1,41,1,3,Single,6,35,918,15869,9241,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,3,3,2,4,3,1,10,10,3,8,8,7
1709,1,29,0,4,Married,9,43,1082,25412,2974,17,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,3,3,3,4,3,9,9,5,1,1,3,2
1710,1,36,0,4,Single,2,51,530,7439,4502,15,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Rarely,2,0,4,3,3,3,2,3,17,13,2,6,7,7
1712,1,45,1,1,Married,1,74,1238,3395,10748,23,Life Sciences,Research & Development,Healthcare Representative,4,80,1,Non-Travel,3,0,3,2,4,3,2,3,25,23,3,14,15,4
1714,0,24,1,1,Married,22,58,240,11585,1555,11,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Rarely,2,0,3,1,3,4,3,1,1,1,1,0,0,0
1716,0,47,1,3,Married,9,82,1093,24164,12936,11,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Frequently,3,0,3,1,3,3,1,7,25,23,4,14,5,10
1718,1,26,1,4,Married,17,62,390,6217,2305,15,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,3,0,3,1,3,4,4,1,3,3,1,0,2,2
1719,1,45,0,2,Single,28,48,1005,17119,16704,11,Technical Degree,Research & Development,Research Director,3,80,0,Travel_Rarely,2,0,2,2,3,4,3,1,21,21,4,8,6,6
1720,1,32,1,3,Married,10,56,585,17360,3433,13,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,3,0,3,3,1,1,2,6,10,5,1,1,2,3
1721,1,31,1,4,Married,2,69,741,18103,3477,14,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,3,3,4,2,4,1,6,5,1,0,2,3
1722,1,41,1,3,Married,4,60,552,20794,6430,19,Human Resources,Human Resources,Human Resources,3,80,1,Non-Travel,4,0,2,1,2,3,3,6,10,3,2,1,2,2
1724,1,40,0,2,Married,8,92,369,5041,6516,16,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,1,1,3,2,2,3,2,18,1,2,0,0,0
1725,1,24,1,1,Divorced,29,91,506,3622,3907,13,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,2,0,1,3,2,2,4,1,6,6,1,1,2,2
1727,1,46,1,4,Single,13,34,717,9697,5562,14,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,3,0,2,3,4,3,3,6,19,10,2,0,7,9
1728,1,35,1,4,Married,27,49,1370,5151,6883,16,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,3,3,2,4,3,2,17,7,2,0,7,7
1729,1,30,1,1,Married,16,33,793,3811,2862,12,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,4,3,2,2,2,1,10,10,1,0,0,8
1731,1,47,1,4,Married,2,87,543,3536,4978,11,Marketing,Sales,Sales Executive,3,80,1,Non-Travel,3,0,2,3,4,3,1,7,4,1,2,0,0,0
1732,1,46,1,3,Divorced,2,74,1277,5596,10368,12,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,5,1,4,3,2,3,2,4,13,10,3,0,6,3
1733,0,36,1,5,Divorced,13,96,1456,8658,6134,13,Marketing,Sales,Sales Executive,3,80,3,Travel_Rarely,3,1,1,2,2,2,3,5,16,2,2,2,2,2
1734,0,32,1,2,Single,1,34,964,12147,6735,15,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,2,1,2,1,3,6,10,0,2,0,0,0
1735,1,23,0,1,Single,4,51,160,12862,3295,13,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,2,3,3,3,1,1,3,3,1,1,2,2
1736,1,31,0,1,Single,24,30,163,6670,5238,20,Technical Degree,Research & Development,Manufacturing Director,4,80,0,Travel_Frequently,3,0,4,3,4,4,2,2,9,5,2,1,4,4
1737,1,39,1,3,Married,1,77,792,8989,6472,15,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Non-Travel,2,1,4,3,4,4,3,1,9,9,2,5,8,8
1739,1,32,1,3,Married,19,80,371,3840,9610,13,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,3,1,3,4,1,3,10,4,3,0,3,2
1740,1,40,1,4,Single,7,88,611,4349,19833,14,Medical,Sales,Manager,3,80,0,Travel_Rarely,3,0,2,3,2,2,2,1,21,21,5,12,8,8
1744,1,45,0,3,Married,4,56,176,6595,9756,21,Life Sciences,Human Resources,Human Resources,4,80,2,Travel_Rarely,2,0,3,1,3,3,4,4,9,5,3,0,0,3
1745,1,30,0,4,Single,2,78,1312,26427,4968,16,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,0,1,2,4,4,3,0,10,9,1,0,7,7
1746,1,24,1,3,Married,10,59,897,2097,2145,14,Medical,Human Resources,Human Resources,3,80,1,Travel_Frequently,2,0,4,3,4,1,3,0,3,2,1,2,2,1
1747,0,30,0,3,Divorced,8,66,600,9732,2180,11,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Frequently,0,0,4,2,3,3,2,6,6,4,1,1,2,2
1749,1,31,1,3,Married,5,51,1003,20943,8346,19,Technical Degree,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,3,3,3,1,3,1,6,5,2,0,2,2
1751,1,27,0,3,Single,8,67,1054,6152,3445,11,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,5,0,4,3,3,3,2,1,6,6,1,1,2,4
1752,0,29,0,3,Single,9,52,428,14630,2760,13,Marketing,Sales,Sales Representative,3,80,0,Travel_Rarely,3,0,2,1,3,2,3,1,2,2,1,2,2,2
1753,1,29,1,3,Single,1,70,461,23060,6294,12,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Frequently,5,1,3,4,4,4,4,8,10,3,2,0,2,2
1754,1,30,1,2,Divorced,15,94,979,3088,7140,11,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,1,2,1,3,3,2,12,7,3,1,7,7
1755,1,34,1,4,Married,2,97,181,5586,2932,14,Medical,Research & Development,Research Scientist,3,80,3,Travel_Rarely,3,1,4,4,1,4,3,0,6,5,1,1,0,2
1756,1,33,0,3,Single,2,62,1283,10697,5147,15,Marketing,Sales,Sales Executive,3,80,0,Non-Travel,2,0,2,3,4,4,2,8,13,11,2,1,7,7
1757,1,49,0,4,Single,11,80,1313,8191,4507,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,1,0,4,3,3,4,4,3,8,5,2,0,1,4
1758,0,33,0,3,Single,16,74,211,10092,8564,20,Life Sciences,Sales,Sales Executive,4,80,0,Travel_Rarely,2,1,1,3,3,1,2,2,11,0,3,0,0,0
1760,1,38,0,2,Married,2,75,594,15963,2468,14,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,4,0,2,2,2,3,2,4,9,6,1,0,1,5
1761,0,31,1,4,Married,16,70,1079,19002,8161,13,Marketing,Sales,Sales Executive,3,80,3,Travel_Rarely,2,0,3,3,1,1,3,2,10,1,3,0,0,0
1762,1,29,0,3,Divorced,4,91,590,10007,2109,13,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,1,2,3,4,3,1,1,1,1,0,0,0
1763,1,30,1,3,Married,16,58,305,9128,5294,16,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,3,0,3,4,3,3,3,3,10,7,2,1,0,7
1764,1,32,1,4,Single,5,65,953,17674,2718,14,Technical Degree,Research & Development,Research Scientist,3,80,0,Non-Travel,3,0,2,3,2,2,3,2,12,7,1,0,7,7
1766,1,38,1,3,Married,18,60,833,24539,5811,16,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,2,1,4,1,3,2,3,3,15,1,2,1,0,0
1767,0,43,1,3,Married,17,38,807,15587,2437,16,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Frequently,4,1,3,2,4,3,3,9,6,1,1,0,0,0
1768,1,42,1,3,Divorced,12,57,855,8952,2766,22,Medical,Research & Development,Laboratory Technician,4,80,3,Travel_Rarely,6,0,2,3,2,2,2,8,7,5,1,0,3,4
1770,1,55,1,3,Married,2,60,478,19805,19038,12,Medical,Research & Development,Research Director,3,80,3,Travel_Rarely,2,0,1,2,2,3,3,8,34,1,5,0,0,0
1771,1,33,1,3,Divorced,4,90,775,6194,3055,15,Technical Degree,Research & Development,Research Scientist,3,80,2,Non-Travel,2,0,2,3,4,4,2,5,11,9,2,1,8,7
1772,1,41,1,4,Divorced,9,94,548,20520,2289,20,Life Sciences,Research & Development,Laboratory Technician,4,80,2,Travel_Rarely,2,0,1,3,2,3,3,1,5,5,1,0,3,4
1774,1,34,1,3,Divorced,10,87,1375,12313,4001,14,Life Sciences,Sales,Sales Executive,3,80,1,Non-Travel,3,1,3,3,3,4,3,1,15,15,2,0,14,7
1775,1,53,0,4,Married,1,60,661,22308,12965,20,Medical,Research & Development,Manufacturing Director,4,80,3,Non-Travel,2,1,3,2,4,1,2,4,27,3,4,0,2,2
1778,1,43,1,3,Single,2,97,244,5033,3539,13,Life Sciences,Human Resources,Human Resources,3,80,0,Travel_Rarely,5,0,4,3,2,2,3,0,10,9,1,1,7,8
1779,1,34,0,2,Single,3,32,511,25353,6029,12,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,4,1,1,4,3,5,6,2,2,2,2,2
1780,0,21,1,1,Single,7,31,337,4567,2679,13,Marketing,Sales,Sales Representative,3,80,0,Travel_Rarely,3,0,2,3,2,2,3,1,1,1,1,1,0,0
1782,1,38,0,2,Married,6,40,1153,16376,3702,11,Other,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,0,3,2,2,4,3,1,5,5,1,0,4,4
1783,0,22,0,1,Married,8,79,1294,15999,2398,17,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,6,1,1,3,3,3,3,1,1,1,1,0,0,0
1784,1,31,0,4,Married,29,91,196,13402,5468,14,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,4,2,1,1,3,1,13,12,2,5,7,7
1786,1,51,0,3,Married,3,53,942,22984,13116,11,Technical Degree,Research & Development,Manager,3,80,0,Travel_Rarely,2,0,3,3,4,1,3,2,15,2,3,2,2,2
1787,1,37,1,2,Married,9,46,589,8800,4189,14,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,2,0,2,2,1,2,3,1,5,5,2,0,2,3
1789,1,46,1,4,Divorced,2,46,734,14218,19328,17,Medical,Research & Development,Research Director,3,80,1,Travel_Rarely,3,1,4,3,3,3,3,7,24,2,5,2,1,2
1790,1,36,1,3,Married,10,90,1383,25949,8321,13,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,1,1,1,3,4,4,3,7,15,12,3,5,8,7
